Price,Make,Model,Year,Style,Fuel,Engine,Distance,Cylinders,Transmission,Drive,Wheel,Color,ID
31211,HONDA,FIT,2018,Universal,Hybrid,1.5,57809 km,4.0,Automatic,Front,Left wheel,Black,4664
392,CHEVROLET,1500,2017,Jeep,Petrol,1.4,96792 km,4.0,Automatic,Front,Left wheel,Black,4665
2352,FORD,F150,2014,Sedan,Petrol,5,170541 km,8.0,Automatic,Rear,Left wheel,Silver,4666
5802,VOLVO,S80,1999,Sedan,Petrol,2.4,350000 km,5.0,Automatic,Front,Left wheel,Silver,4667
15681,HYUNDAI,Accent,2016,Sedan,Diesel,1.6,32104 km,4.0,Automatic,Front,Left wheel,White,4668
3607,TOYOTA,Camry,2012,Sedan,Hybrid,2.5,156518 km,4.0,Automatic,Front,Left wheel,White,4669
49751,HYUNDAI,Sonata,2018,Sedan,Petrol,2,77130 km,4.0,Automatic,Front,Left wheel,Blue,4670
27598,HYUNDAI,Tucson Se,2017,Jeep,Petrol,2,60704 km,4.0,Automatic,Front,Left wheel,Black,4671
25089,MERCEDES-BENZ,Sprinter 313CDI,2011,Goods wagon,Diesel,2.2 Turbo,260000 km,4.0,Manual,Rear,Left wheel,White,4672
20385,NISSAN,Murano,2005,Jeep,CNG,3.5,155200 km,6.0,Automatic,4x4,Left wheel,Silver,4673
24148,TOYOTA,RAV 4,2013,Jeep,Petrol,2.5,52000 km,4.0,Automatic,4x4,Left wheel,Black,4674
15718,HYUNDAI,Elantra,2010,Sedan,Petrol,1.6,104282 km,4.0,Automatic,Front,Left wheel,Silver,4675
784,TOYOTA,Corolla,2009,Hatchback,Petrol,1.8,324520 km,4.0,Automatic,Front,Left wheel,Grey,4676
18503,HYUNDAI,Sonata,2013,Sedan,Petrol,2.4,107000 km,4.0,Tiptronic,Front,Left wheel,Silver,4677
16621,HYUNDAI,Sonata,2011,Sedan,Petrol,2.4,120000 km,4.0,Tiptronic,Front,Left wheel,Blue,4678
941,BUICK,Century,2019,Sedan,Petrol,2.5,2642 km,4.0,Automatic,4x4,Left wheel,Black,4679
13485,FORD,Focus,2014,Sedan,Petrol,2,43000 km,4.0,Automatic,Front,Left wheel,Black,4680
392,TOYOTA,Prius,2011,Jeep,Hybrid,1.8,146184 km,4.0,Automatic,Front,Left wheel,White,4681
13172,TOYOTA,Aqua,2013,Hatchback,Hybrid,1.5,185000 km,4.0,Variator,Front,Right-hand drive,White,4682
15681,TOYOTA,Land Cruiser,1993,Jeep,Diesel,4.2,126000 km,6.0,Manual,4x4,Left wheel,Green,4683
15053,BMW,X5,2000,Jeep,Petrol,4.4,250000 km,8.0,Tiptronic,4x4,Left wheel,Black,4684
627,HYUNDAI,Elantra,2011,Jeep,Petrol,1.8,172502 km,4.0,Automatic,Front,Left wheel,Black,4685
627,MERCEDES-BENZ,E 350,2012,Sedan,Diesel,3.5,318285 km,6.0,Automatic,4x4,Left wheel,Black,4686
5645,OPEL,Astra,1998,Hatchback,Petrol,1.6,211000 km,4.0,Manual,Front,Left wheel,Blue,4687
1254,TOYOTA,Highlander,2005,Jeep,Petrol,3.3,244283 km,6.0,Automatic,Front,Left wheel,Black,4688
12432,CHEVROLET,Cruze,2013,Sedan,Petrol,1.8,114335 km,4.0,Automatic,Front,Left wheel,Silver,4689
3136,TOYOTA,Camry,2014,Sedan,Petrol,2.5,55811 km,4.0,Automatic,Front,Left wheel,Black,4690
22580,CHRYSLER,300 LIMITED,2011,Sedan,Petrol,3.6,130000 km,6.0,Tiptronic,Rear,Left wheel,Black,4691
24775,MERCEDES-BENZ,CLS 55 AMG,2006,Sedan,Petrol,5.5,180000 km,8.0,Tiptronic,Rear,Left wheel,Grey,4692
51746,BMW,535 I,2014,Sedan,Petrol,3.0 Turbo,53065 km,6.0,Tiptronic,Rear,Left wheel,Silver,4693
29479,TOYOTA,Highlander,2012,Jeep,Hybrid,3.5,205250 km,6.0,Automatic,4x4,Left wheel,Silver,4694
10976,TOYOTA,Prius,2006,Hatchback,Hybrid,1.5,168000 km,4.0,Variator,Front,Left wheel,Carnelian red,4695
10663,HYUNDAI,Sonata,2015,Sedan,LPG,2,343047 km,4.0,Automatic,Front,Left wheel,Silver,4696
251,CHEVROLET,Cruze,2016,Sedan,Petrol,1.4,133346 km,4.0,Automatic,Front,Left wheel,Brown,4697
6899,OPEL,Astra,1998,Universal,CNG,1.6,256000 km,4.0,Manual,Front,Left wheel,Silver,4698
14113,VOLKSWAGEN,Passat 2.0 tfsi,2007,Sedan,Petrol,2.0 Turbo,197548 km,4.0,Automatic,Front,Left wheel,Grey,4699
7840,NISSAN,Teana,2005,Sedan,Petrol,2.4,74400 km,6.0,Automatic,Front,Right-hand drive,Silver,4700
5488,TOYOTA,Vitz,2000,Hatchback,Petrol,1,0 km,4.0,Automatic,Front,Right-hand drive,Silver,4701
21482,TOYOTA,Prius,2013,Sedan,Hybrid,1.8,123000 km,4.0,Automatic,Front,Left wheel,Black,4702
16621,TOYOTA,Prius,2010,Hatchback,Hybrid,1.8,120000 km,4.0,Automatic,Front,Left wheel,Silver,4703
10349,TOYOTA,Aqua,2013,Hatchback,Hybrid,1.5,77000 km,4.0,Automatic,Front,Right-hand drive,Black,4704
250,TOYOTA,Land Cruiser Prado,2015,Jeep,Diesel,3,80000 km,4.0,Automatic,4x4,Left wheel,Black,4705
14909,HYUNDAI,Sonata,2015,Sedan,LPG,2,283593 km,4.0,Automatic,Front,Left wheel,Silver,4706
57108,SSANGYONG,REXTON,2016,Jeep,Diesel,2.2,55510 km,4.0,Automatic,Front,Left wheel,White,4707
27598,TOYOTA,Land Cruiser,2002,Jeep,Petrol,4.7,196000 km,8.0,Automatic,4x4,Left wheel,Grey,4708
2744,HYUNDAI,Sonata,2013,Sedan,Hybrid,2.4,126690 km,4.0,Automatic,Front,Left wheel,Silver,4709
11604,CHEVROLET,Spark,2016,Sedan,Petrol,,33492 km,4.0,Automatic,Front,Left wheel,White,4710
78,MERCEDES-BENZ,E 350,2011,Sedan,Petrol,3.5,242685 km,6.0,Automatic,4x4,Left wheel,Black,4711
6429,AUDI,RS6,2017,Sedan,Petrol,4,34483 km,8.0,Automatic,4x4,Left wheel,Grey,4712
16621,BMW,X5,2014,Jeep,Diesel,3,110715 km,6.0,Automatic,4x4,Left wheel,White,4713
17634,HYUNDAI,Tucson,2010,Jeep,Diesel,2,149800 km,4.0,Automatic,Front,Left wheel,Blue,4714
7840,OPEL,Astra H,2005,Hatchback,Diesel,1.7 Turbo,0 km,4.0,Manual,Front,Left wheel,Grey,4715
9252,HYUNDAI,Accent,2012,Hatchback,Diesel,1.6,64160 km,4.0,Automatic,Front,Left wheel,Black,4716
7527,UAZ,31514,1957,Jeep,Petrol,2,0 km,4.0,Manual,4x4,Left wheel,Yellow,4717
627,MAZDA,CX-9,2019,Jeep,Petrol,2.5,14186 km,4.0,Automatic,Front,Left wheel,White,4718
706,AUDI,A4,2014,Sedan,Petrol,2,162032 km,4.0,Automatic,Front,Left wheel,Black,4719
28225,BMW,528,2011,Sedan,Petrol,2.0 Turbo,200000 km,4.0,Tiptronic,4x4,Left wheel,Grey,4720
1490,LEXUS,CT 200h,2012,Hatchback,Hybrid,,174106 km,4.0,Automatic,Front,Left wheel,White,4721
2979,VOLKSWAGEN,Polo,1997,Hatchback,Petrol,1.6,212000 km,4.0,Automatic,Front,Left wheel,Blue,4722
20385,TOYOTA,Camry,2012,Sedan,Petrol,2.5,10000 km,6.0,Tiptronic,Front,Left wheel,White,4723
282,LEXUS,GX 470,2008,Jeep,Petrol,4.7,218126 km,8.0,Automatic,4x4,Left wheel,Black,4724
26030,MINI,Countryman,2013,Jeep,Petrol,1.6 Turbo,140000 km,4.0,Automatic,4x4,Left wheel,Blue,4725
43360,FORD,Explorer,2013,Jeep,Petrol,3.5,106604 km,4.0,Automatic,Front,Left wheel,Silver,4726
45044,CHEVROLET,Captiva,2016,Jeep,Diesel,2,62814 km,4.0,Automatic,Front,Left wheel,Grey,4727
627,CHEVROLET,Volt,2012,Jeep,Hybrid,1.4,188419 km,4.0,Automatic,Front,Left wheel,Red,4728
19707,HYUNDAI,Elantra,2011,Sedan,Petrol,1.6,176486 km,4.0,Automatic,Front,Left wheel,White,4729
19130,MERCEDES-BENZ,GLE 350,2016,Jeep,Petrol,3,49499 km,6.0,Automatic,4x4,Left wheel,Silver,4730
33556,TOYOTA,Camry,2015,Sedan,Hybrid,2.5,123198 km,4.0,Tiptronic,Front,Left wheel,Blue,4731
42692,HYUNDAI,Santa FE,2013,Jeep,Diesel,2,130180 km,4.0,Automatic,Front,Left wheel,Silver,4732
44849,HONDA,Civic,2015,Coupe,Petrol,1.8,62877 km,4.0,Automatic,Front,Left wheel,Red,4733
6586,BMW,3.18E+38,1997,Sedan,Petrol,1.8,245000 km,4.0,Automatic,Rear,Left wheel,Black,4734
50,TOYOTA,Prius,2011,Hatchback,Hybrid,1.8,1111111111 km,4.0,Automatic,Front,Left wheel,White,4735
8154,NISSAN,Versa,2010,Hatchback,Petrol,1.8,1000 km,4.0,Automatic,Front,Left wheel,Grey,4736
19416,HYUNDAI,Elantra,2011,Sedan,Petrol,1.6,120581 km,4.0,Automatic,Front,Left wheel,Silver,4737
22580,BMW,X3,2012,Jeep,Petrol,3,130000 km,6.0,Tiptronic,4x4,Left wheel,White,4738
10036,UAZ,31514,1987,Jeep,Petrol,2,0 km,4.0,Manual,4x4,Left wheel,Green,4739
40,HONDA,FIT,2003,Sedan,Petrol,1.5,145000 km,4.0,Automatic,Front,Right-hand drive,White,4740
3450,TOYOTA,Camry,2019,Sedan,Hybrid,2.5,9626 km,4.0,Automatic,Front,Left wheel,Black,4741
45204,HYUNDAI,Elantra,2017,Sedan,Petrol,2,31022 km,4.0,Automatic,Front,Left wheel,Grey,4742
22894,HYUNDAI,Grandeur,2013,Sedan,Petrol,3,55171 km,4.0,Automatic,Front,Left wheel,Black,4743
1333,KIA,Optima,2018,Sedan,Petrol,2.4,52710 km,4.0,Automatic,Front,Left wheel,Blue,4744
59827,HONDA,Civic,2019,Sedan,Petrol,2,8115 km,4.0,Automatic,Front,Left wheel,Silver,4745
8938,MERCEDES-BENZ,E 350,2010,Sedan,Diesel,3.5,256914 km,6.0,Automatic,4x4,Left wheel,Grey,4746
18189,BMW,528,2007,Sedan,Petrol,3,230000 km,6.0,Tiptronic,Rear,Left wheel,Black,4747
26657,HYUNDAI,Sonata 2.4L,2017,Sedan,Petrol,2.4,102569 km,4.0,Automatic,Front,Left wheel,Silver,4748
1333,CHEVROLET,Impala,2016,Sedan,Petrol,3.6,120696 km,6.0,Automatic,Front,Left wheel,Silver,4749
18826,LEXUS,CT 200h,2012,Hatchback,Hybrid,2,184000 km,4.0,Automatic,Front,Left wheel,Black,4750
6115,LEXUS,ES 300,2013,Sedan,Hybrid,2.5,152400 km,4.0,Automatic,Front,Left wheel,Silver,4751
314,MERCEDES-BENZ,E 300,2017,Sedan,Petrol,2,26802 km,4.0,Automatic,Rear,Left wheel,Black,4752
19657,CHEVROLET,Aveo,2015,Sedan,Petrol,1.6,48700 km,4.0,Automatic,Front,Left wheel,Black,4753
11917,TOYOTA,Ipsum,2007,Minivan,CNG,2.4,270000 km,4.0,Automatic,Front,Right-hand drive,Golden,4754
7056,DODGE,RAM,2012,Sedan,Petrol,5.7,0 km,8.0,Automatic,Front,Left wheel,White,4755
706,LEXUS,CT 200h,2011,Hatchback,Hybrid,1.8,116869 km,4.0,Automatic,Front,Left wheel,Black,4756
314,MITSUBISHI,Outlander,2013,Jeep,Petrol,2,191267 km,4.0,Automatic,4x4,Left wheel,White,4757
92070,FORD,Explorer,2016,Jeep,Petrol,3.5,66246 km,4.0,Automatic,Front,Left wheel,White,4758
17249,TOYOTA,Prius C,2014,Hatchback,Hybrid,1.5,64000 km,4.0,Variator,Front,Left wheel,White,4759
39201,BMW,X5,2009,Jeep,Diesel,3.0 Turbo,124000 km,6.0,Tiptronic,4x4,Left wheel,Black,4760
941,LEXUS,RX 400,2008,Jeep,Hybrid,3.5,364523 km,6.0,Automatic,4x4,Left wheel,Black,4761
7213,RENAULT,Laguna,2004,Universal,Petrol,1.8,18656 km,4.0,Manual,Front,Left wheel,Silver,4762
41883,HYUNDAI,Genesis,2013,Coupe,Petrol,3.8,94813 km,4.0,Automatic,Front,Left wheel,White,4763
24462,TOYOTA,Camry,2011,Sedan,Hybrid,2.4,175000 km,4.0,Automatic,Front,Left wheel,White,4764
15681,FORD,Transit,2004,Goods wagon,Diesel,2.0 Turbo,144000 km,4.0,Manual,Front,Left wheel,White,4765
10036,TOYOTA,RAV 4,2001,Jeep,Petrol,2,333333 km,4.0,Automatic,4x4,Left wheel,Golden,4766
314,FIAT,500,2016,Sedan,Petrol,1.4,77600 km,4.0,Automatic,Front,Left wheel,Black,4767
39201,FORD,Mustang,2015,Coupe,Petrol,3.7,128000 km,6.0,Tiptronic,Rear,Left wheel,Grey,4768
46919,HYUNDAI,Santa FE,2013,Jeep,Diesel,2.2,138742 km,4.0,Automatic,Front,Left wheel,Grey,4769
58971,LEXUS,LS 460,2010,Sedan,Hybrid,4.6,136129 km,4.0,Automatic,Front,Left wheel,Black,4770
14113,BMW,330,2002,Cabriolet,Petrol,3,187000 km,6.0,Manual,Rear,Left wheel,Silver,4771
7683,HYUNDAI,Sonata,2011,Sedan,LPG,2,82309 km,4.0,Automatic,Front,Left wheel,White,4772
19089,SSANGYONG,REXTON,2010,Jeep,Diesel,2.7,181000 km,4.0,Automatic,Front,Left wheel,White,4773
27356,HYUNDAI,Tucson,2012,Jeep,Diesel,2,149546 km,4.0,Automatic,Front,Left wheel,White,4774
40362,SSANGYONG,Actyon,2016,Jeep,Diesel,1.6,61000 km,4.0,Automatic,Front,Left wheel,White,4775
35570,HYUNDAI,H1,2016,Minivan,Diesel,2.5,77227 km,4.0,Automatic,Front,Left wheel,Grey,4776
14426,VOLKSWAGEN,CC,2009,Sedan,Petrol,2.0 Turbo,159000 km,4.0,Manual,Front,Left wheel,Carnelian red,4777
13485,KIA,Optima,2012,Sedan,Petrol,2.4,122531 km,4.0,Automatic,Front,Left wheel,Silver,4778
8624,DAEWOO,Lacetti,2009,Sedan,Petrol,2,19999 km,4.0,Automatic,Front,Left wheel,Grey,4779
20005,HYUNDAI,Elantra,2011,Sedan,Petrol,1.6,129000 km,4.0,Automatic,Front,Left wheel,Silver,4780
6617,NISSAN,Skyline,2003,Sedan,Petrol,3,166000 km,6.0,Tiptronic,Rear,Right-hand drive,Silver,4781
11604,TOYOTA,Prius,2008,Hatchback,Hybrid,1.5,216000 km,4.0,Automatic,Front,Left wheel,Grey,4782
34811,BMW,X5,2012,Jeep,Diesel,3,70994 km,6.0,Automatic,4x4,Left wheel,Black,4783
11290,MERCEDES-BENZ,Viano,2004,Minivan,CNG,3.2,0 km,6.0,Tiptronic,Rear,Right-hand drive,Carnelian red,4784
392,TOYOTA,Camry,2013,Sedan,Hybrid,2.5,232032 km,4.0,Automatic,Front,Left wheel,Silver,4785
3450,GMC,TERRAIN,2019,Sedan,Petrol,1.5,9422 km,4.0,Automatic,Front,Left wheel,Blue,4786
282,FORD,Escape,2008,Jeep,Hybrid,0.4,220474 km,4.0,Automatic,Front,Left wheel,Grey,4787
2038,MERCEDES-BENZ,C 300,2011,Sedan,Petrol,3,304082 km,6.0,Automatic,Rear,Left wheel,White,4788
39201,HYUNDAI,H1,2016,Universal,Diesel,2.5,182821 km,4.0,Automatic,Front,Left wheel,Silver,4789
19444,TOYOTA,Highlander,2006,Jeep,Hybrid,3.3,0 km,6.0,Automatic,Front,Left wheel,Grey,4790
8467,NISSAN,X-Terra,1999,Sedan,Petrol,5.9,210000 km,8.0,Automatic,Front,Left wheel,Black,4791
8154,CHEVROLET,Aveo,2012,Hatchback,Petrol,1.6,74181 km,4.0,Automatic,Front,Left wheel,White,4792
9722,HYUNDAI,Sonata,2015,Sedan,LPG,2,362818 km,4.0,Automatic,Front,Left wheel,Orange,4793
13485,TOYOTA,Prius,2012,Sedan,Hybrid,1.8,0 km,4.0,Automatic,Front,Left wheel,White,4794
19914,HYUNDAI,Sonata,2016,Sedan,LPG,2,240573 km,4.0,Automatic,Front,Left wheel,White,4795
470,LEXUS,CT 200h,2015,Hatchback,Hybrid,1.8,94949 km,4.0,Automatic,Front,Left wheel,White,4796
13172,MERCEDES-BENZ,E 220,2002,Sedan,Diesel,2.2,250115 km,4.0,Manual,Rear,Left wheel,Silver,4797
16308,TOYOTA,Prius,2011,Sedan,Hybrid,2.4,104000 km,4.0,Tiptronic,Front,Left wheel,Black,4798
16590,MERCEDES-BENZ,ML 350 370,2004,Jeep,Petrol,3.7,265000 km,6.0,Tiptronic,4x4,Left wheel,Silver,4799
31675,TOYOTA,Tacoma,2020,Sedan,Petrol,3.5,1669 km,6.0,Automatic,4x4,Left wheel,Black,4800
2200,PEUGEOT,406,1996,Sedan,Petrol,1.8,283000 km,4.0,Manual,Front,Left wheel,Green,4801
29793,FORD,Fusion,2014,Sedan,Plug-in Hybrid,2,140000 km,4.0,Automatic,Front,Left wheel,Black,4802
13485,KIA,Optima HYBRID,2011,Sedan,Hybrid,2.4,88000 km,4.0,Automatic,Rear,Left wheel,Silver,4803
941,LEXUS,GX 460,2010,Jeep,Petrol,4.6,260771 km,8.0,Automatic,4x4,Left wheel,Black,4804
5645,KIA,Sportage,2007,Jeep,Petrol,2,51264 km,4.0,Automatic,Front,Left wheel,Silver,4805
33378,HYUNDAI,Santa FE,2014,Jeep,Diesel,2.2,51905 km,4.0,Automatic,Front,Left wheel,White,4806
4077,OPEL,Astra,1995,Goods wagon,Petrol,1.4,1111111 km,4.0,Manual,Front,Left wheel,Green,4807
39559,HYUNDAI,Santa FE,2015,Jeep,Diesel,2,130000 km,4.0,Automatic,Front,Left wheel,Silver,4808
9252,HYUNDAI,Sonata,2015,Sedan,LPG,2,576605 km,4.0,Automatic,Front,Left wheel,Orange,4809
220,TOYOTA,Camry,2018,Sedan,Petrol,2.5,70662 km,4.0,Automatic,Front,Left wheel,Black,4810
8006,DAEWOO,Lacetti,2010,Sedan,Petrol,1.8,164466 km,4.0,Automatic,Front,Left wheel,Grey,4811
6586,MERCEDES-BENZ,200,1999,Sedan,Diesel,2.0 Turbo,315000 km,4.0,Manual,Rear,Left wheel,Black,4812
5331,VOLKSWAGEN,Vento,2000,Sedan,Petrol,1.6,197346 km,4.0,Manual,Front,Left wheel,White,4813
62719,BMW,X1,2018,Jeep,Petrol,2.0 Turbo,35000 km,4.0,Tiptronic,4x4,Left wheel,Black,4814
19757,TOYOTA,Prius,2015,Sedan,Hybrid,1.8,100000 km,4.0,Tiptronic,Front,Left wheel,Sky blue,4815
32929,BMW,535,2011,Sedan,Petrol,3.0 Turbo,165000 km,6.0,Tiptronic,Rear,Left wheel,White,4816
54405,CHEVROLET,Impala,2016,Sedan,Petrol,2.5,49716 km,4.0,Automatic,Front,Left wheel,Black,4817
251,TOYOTA,Camry,2019,Sedan,Hybrid,2.5,39552 km,4.0,Automatic,Front,Left wheel,Black,4818
28852,NISSAN,Pathfinder,2006,Jeep,Diesel,2.5 Turbo,21000 km,4.0,Manual,4x4,Left wheel,Black,4819
21953,LEXUS,CT 200h,2011,Hatchback,Hybrid,1.8,190000 km,4.0,Automatic,Front,Left wheel,Golden,4820
11133,NISSAN,370Z,2014,Coupe,Petrol,3.7,80698 km,6.0,Automatic,Rear,Left wheel,White,4821
12544,OPEL,Astra,2006,Hatchback,Petrol,1.4 Turbo,138000 km,4.0,Manual,Front,Left wheel,Sky blue,4822
42965,FORD,Explorer Turbo japan,2012,Jeep,Petrol,2.0 Turbo,65000 km,4.0,Automatic,Front,Left wheel,White,4823
7840,BMW,320,1999,Sedan,Diesel,2.0 Turbo,350000 km,4.0,Manual,Rear,Left wheel,Blue,4824
706,DODGE,Caliber,2011,Hatchback,Petrol,2,193013 km,4.0,Automatic,Front,Left wheel,White,4825
12544,MERCEDES-BENZ,S 500,1998,Sedan,LPG,5,20000 km,8.0,Tiptronic,Rear,Left wheel,Black,4826
15681,VAZ,Vesta,2018,Sedan,Petrol,1.6,35000 km,6.0,Tiptronic,Front,Left wheel,Black,4827
12544,FORD,Focus,2014,Sedan,Petrol,2,87000 km,4.0,Automatic,Front,Left wheel,Golden,4828
3136,TOYOTA,Camry,2012,Sedan,Hybrid,2.5,159379 km,4.0,Automatic,Front,Left wheel,White,4829
34240,CHEVROLET,Captiva,2016,Jeep,Diesel,2,149361 km,4.0,Automatic,Front,Left wheel,Silver,4830
3,KIA,Sportage,2015,Jeep,Petrol,2.4,50345 km,4.0,Tiptronic,4x4,Left wheel,Blue,4831
10976,AUDI,A4,2008,Sedan,Petrol,2.0 Turbo,226000 km,8.0,Tiptronic,4x4,Left wheel,Grey,4832
10000,NISSAN,Skyline,2007,Sedan,Petrol,2.5,1200 km,6.0,Tiptronic,4x4,Right-hand drive,Silver,4833
15681,HYUNDAI,Sonata,2016,Sedan,LPG,2,280016 km,4.0,Automatic,Front,Left wheel,Silver,4834
47377,HYUNDAI,Elantra,2019,Sedan,Petrol,1.6,8737 km,4.0,Automatic,Front,Left wheel,White,4835
7213,KIA,Sportage,2007,Jeep,Diesel,2,93568 km,4.0,Automatic,Front,Left wheel,Black,4836
68994,MERCEDES-BENZ,CLS 550,2012,Sedan,Petrol,4.7,114000 km,,Tiptronic,Rear,Left wheel,Black,4837
16621,CHEVROLET,Volt,2011,Hatchback,Plug-in Hybrid,1.4,105989 km,4.0,Automatic,Front,Left wheel,Silver,4838
9095,TOYOTA,Prius,2008,Hatchback,Hybrid,1.5,205000 km,4.0,Automatic,Front,Left wheel,Green,4839
5500,MERCEDES-BENZ,C 180,1994,Sedan,Petrol,1.8,980087 km,4.0,Manual,Rear,Left wheel,Black,4840
13495,HYUNDAI,Elantra,2012,Sedan,Petrol,1.6,119595 km,4.0,Automatic,Front,Left wheel,White,4841
24571,HYUNDAI,H1,2012,Universal,Diesel,2.5,206211 km,4.0,Automatic,Front,Left wheel,Grey,4842
15524,CHEVROLET,Cruze LT,2016,Sedan,Petrol,1.4 Turbo,29355 km,4.0,Automatic,Front,Left wheel,White,4843
627,VOLKSWAGEN,Jetta,2013,Sedan,Diesel,2,142515 km,4.0,Automatic,Front,Left wheel,White,4844
7997,TOYOTA,Highlander,2009,Jeep,Hybrid,3.3,251278 km,6.0,Automatic,4x4,Left wheel,Green,4845
3607,LEXUS,RX 450,2013,Jeep,Hybrid,3.5,163010 km,6.0,Automatic,Front,Left wheel,Black,4846
1803,TOYOTA,Prius,2010,Hatchback,Hybrid,1.8,258909 km,4.0,Automatic,Front,Left wheel,White,4847
5959,VOLKSWAGEN,Lupo iaponuri,2004,Coupe,Petrol,1.4,177439 km,4.0,Automatic,Front,Left wheel,Sky blue,4848
549,HYUNDAI,Sonata,2012,Sedan,Hybrid,2.4,243051 km,4.0,Automatic,Front,Left wheel,White,4849
29169,HYUNDAI,Tucson,2016,Jeep,Diesel,1.7,170000 km,4.0,Automatic,Front,Left wheel,White,4850
35,TOYOTA,Prius,2010,Sedan,Petrol,1.6,240000 km,2.0,Automatic,Front,Left wheel,White,4851
13799,HONDA,Insight,2010,Sedan,Hybrid,1.3,100000 km,4.0,Tiptronic,Front,Left wheel,Silver,4852
20228,BMW,"118 2,0",2008,Hatchback,Diesel,2.0 Turbo,188000 km,4.0,Manual,Rear,Left wheel,Beige,4853
32929,TOYOTA,Camry,2016,Sedan,Petrol,2.5,42140 km,4.0,Automatic,Front,Left wheel,White,4854
14113,TOYOTA,Prius,2005,Sedan,Hybrid,1.5,111111 km,4.0,Automatic,Front,Left wheel,Silver,4855
2700,VOLKSWAGEN,Transporter,1980,Minivan,Petrol,2,111111 km,4.0,Manual,Rear,Left wheel,Beige,4856
6272,CHRYSLER,PT Cruiser,2002,Sedan,Petrol,2,200000 km,6.0,Manual,Front,Left wheel,Silver,4857
38574,FORD,Fusion,2016,Sedan,Plug-in Hybrid,2,59200 km,,Tiptronic,Front,Left wheel,White,4858
1725,TOYOTA,Highlander,2010,Sedan,Hybrid,3.3,226198 km,6.0,Automatic,4x4,Left wheel,Green,4859
3500,OPEL,Astra,1997,Hatchback,CNG,1.6,131000 km,4.0,Manual,Front,Left wheel,Grey,4860
8467,OPEL,Astra,2000,Sedan,LPG,2.5,11111 km,6.0,Tiptronic,Rear,Left wheel,Silver,4861
157,MERCEDES-BENZ,ML 350,2012,Jeep,Diesel,3,145227 km,6.0,Automatic,4x4,Left wheel,Grey,4862
17249,TOYOTA,Camry,2010,Sedan,Petrol,2.5,159000 km,4.0,Tiptronic,Front,Left wheel,Silver,4863
36065,BMW,528,2012,Sedan,Petrol,2.0 Turbo,120162 km,4.0,Tiptronic,Rear,Left wheel,White,4864
21297,HYUNDAI,H1,2011,Minivan,Diesel,2.5,72609 km,4.0,Automatic,Front,Left wheel,Silver,4865
39593,HYUNDAI,H1,2016,Minivan,Diesel,2.5,127675 km,4.0,Automatic,Front,Left wheel,Silver,4866
314,LEXUS,RX 450,2010,Jeep,Hybrid,3.5,382746 km,6.0,Automatic,4x4,Left wheel,Silver,4867
15994,MERCEDES-BENZ,E 350,2011,Coupe,,3.5,170429 km,6.0,Automatic,Rear,Left wheel,Silver,4868
6899,HONDA,Stream,2004,Minivan,Petrol,1.7,0 km,4.0,Automatic,Front,Right-hand drive,Silver,4869
4704,MERCEDES-BENZ,C 180,1995,Sedan,CNG,1.8,0 km,4.0,Manual,Rear,Left wheel,Purple,4870
23518,HYUNDAI,H1,2015,Minivan,Diesel,2.5,52351 km,4.0,Automatic,Front,Left wheel,Yellow,4871
251,TOYOTA,Camry,2016,Sedan,Petrol,2.5,89109 km,4.0,Automatic,Front,Left wheel,White,4872
14113,BMW,X5,2004,Jeep,Petrol,4.8,206000 km,12.0,Tiptronic,4x4,Left wheel,Blue,4873
8938,TOYOTA,Prius,2012,Hatchback,Hybrid,1.8,323733 km,4.0,Automatic,Front,Left wheel,Grey,4874
15289,HYUNDAI,Genesis,2010,Coupe,Petrol,2,146691 km,4.0,Automatic,Front,Left wheel,Black,4875
7527,MERCEDES-BENZ,C 180 2.0,1998,Sedan,CNG,2,0 km,4.0,Manual,Rear,Left wheel,Silver,4876
8311,HYUNDAI,Sonata,2012,Sedan,LPG,2,71318 km,4.0,Automatic,Front,Left wheel,White,4877
7213,CHEVROLET,Cruze,2005,Hatchback,Petrol,1.5,100000 km,4.0,Automatic,Front,Right-hand drive,Black,4878
21953,VOLKSWAGEN,Passat,2017,Sedan,Petrol,1.8 Turbo,39000 km,4.0,Automatic,Front,Left wheel,Golden,4879
16935,HYUNDAI,Sonata,2016,Sedan,Petrol,2.4,0 km,4.0,Automatic,Front,Left wheel,Beige,4880
6586,HYUNDAI,Elantra,2012,Sedan,Petrol,1.8,158080 km,4.0,Automatic,Front,Left wheel,Black,4881
17876,LAND ROVER,Range Rover,2016,Jeep,Diesel,3,84110 km,6.0,Automatic,4x4,Left wheel,Black,4882
7840,FORD,F150,2018,Sedan,Petrol,2.7,2792 km,6.0,Automatic,Rear,Left wheel,White,4883
29075,SSANGYONG,REXTON,2013,Jeep,Diesel,2,169027 km,4.0,Automatic,Front,Left wheel,Silver,4884
43880,HYUNDAI,Tucson,2017,Jeep,Diesel,2,79877 km,4.0,Automatic,Front,Left wheel,Black,4885
392,TOYOTA,Camry,2012,Sedan,Hybrid,2.5,314373 km,4.0,Automatic,Front,Left wheel,Grey,4886
8311,HONDA,Civic,2013,Sedan,Hybrid,1.5,144872 km,4.0,Automatic,Front,Left wheel,White,4887
11917,FORD,Transit,2011,Microbus,Petrol,1.3,148000 km,4.0,Manual,Front,Left wheel,White,4888
